id,platform,title,url,difficulty,rating,topics,patterns,companies,level,status
codeforces-443A-anton-and-letters,codeforces,"Anton and Letters",https://codeforces.com/problemset/problem/443/A,800,800,strings,set,,newbie,unseen
codeforces-467A-george-and-accommodation,codeforces,"George and Accommodation",https://codeforces.com/problemset/problem/467/A,800,800,implementation,count,,newbie,unseen
codeforces-520A-pangram,codeforces,"Pangram",https://codeforces.com/problemset/problem/520/A,800,800,strings,set,,newbie,unseen
codeforces-584A-olesya-and-rodion,codeforces,"Olesya and Rodion",https://codeforces.com/problemset/problem/584/A,800,800,constructive,build,,newbie,unseen
codeforces-617A-elephant,codeforces,"Elephant",https://codeforces.com/problemset/problem/617/A,800,800,math,greedy,,newbie,unseen
codeforces-677A-vanya-and-fence,codeforces,"Vanya and Fence",https://codeforces.com/problemset/problem/677/A,800,800,math,ceil,,newbie,unseen
codeforces-705A-hulk,codeforces,"Hulk",https://codeforces.com/problemset/problem/705/A,800,800,strings,construct,,newbie,unseen
codeforces-734A-anton-and-danik,codeforces,"Anton and Danik",https://codeforces.com/problemset/problem/734/A,800,800,strings,count,,newbie,unseen
codeforces-735A-kathmandu,codeforces,"Kathmandu",https://codeforces.com/problemset/problem/735/A,800,800,implementation,parse,,newbie,unseen
codeforces-742A-arpa-s-overnight-party,codeforces,"Arpa's Overnight Party",https://codeforces.com/problemset/problem/742/A,800,800,math,parity,,newbie,unseen
codeforces-749A-bachgold-problem,codeforces,"Bachgold Problem",https://codeforces.com/problemset/problem/749/A,800,800,math,greedy,,newbie,unseen
codeforces-750A-new-year-and-hurry,codeforces,"New Year and Hurry",https://codeforces.com/problemset/problem/750/A,800,800,greedy,knapsack-lite,,newbie,unseen
codeforces-758A-lucky-conversion,codeforces,"Lucky Conversion",https://codeforces.com/problemset/problem/758/A,800,800,strings,swap,,newbie,unseen
codeforces-760B-frodo-and-the-ring,codeforces,"Frodo and the Ring",https://codeforces.com/problemset/problem/760/B,800,800,greedy,construct,,newbie,unseen
codeforces-761A-union-of-doubles,codeforces,"Union of Doubles",https://codeforces.com/problemset/problem/761/A,800,800,strings,construct,,newbie,unseen
codeforces-785A-anton-and-polyhedra,codeforces,"Anton and Polyhedra",https://codeforces.com/problemset/problem/785/A,800,800,implementation,lookup,,newbie,unseen
codeforces-786B-berland-trade,codeforces,"Berland trade",https://codeforces.com/problemset/problem/786/B,800,800,greedy,sort,,newbie,unseen
codeforces-791B-getting-ac,codeforces,"Getting AC",https://codeforces.com/problemset/problem/791/B,800,800,greedy,exchange,,newbie,unseen
